,activity,name,location,type,unit,code
1520,594,Production of electricity by solar photovoltaic,BR,process,TJ,BR-Production of electricity by solar photovoltaic
1521,3520,Re-processing of secondary aluminium into new aluminium,JP,process,ton,JP-Re-processing of secondary aluminium into new aluminium
1522,4832,Re-processing of secondary aluminium into new aluminium,PL,process,ton,PL-Re-processing of secondary aluminium into new aluminium
1523,3757,"Composting of food waste, incl. land application",LV,process,ton,"LV-Composting of food waste, incl. land application"
1524,6955,"Manufacture of bricks, tiles and construction products, in baked clay",US,process,ton,"US-Manufacture of bricks, tiles and construction products, in baked clay"
1525,3771,Extra-territorial organizations and bodies,LV,process,Meuro,LV-Extra-territorial organizations and bodies
1526,2549,"Manufacture of medical, precision and optical instruments, watches and clocks",HU,process,ton,"HU-Manufacture of medical, precision and optical instruments, watches and clocks (33)"
1527,5284,Processing of meat poultry,RU,process,ton,RU-Processing of meat poultry
1528,6807,Casting of metals,GB,process,ton,GB-Casting of metals
1529,6746,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",GB,process,ton,"GB-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
1530,6825,Production of electricity by biomass and waste,GB,process,TJ,GB-Production of electricity by biomass and waste
1531,354,Mining of nickel ores and concentrates,BE,process,ton,BE-Mining of nickel ores and concentrates
1532,4917,Other service activities,PL,process,Meuro,PL-Other service activities (93)
1533,1027,Manufacture of beverages,CN,process,ton,CN-Manufacture of beverages
1534,3662,"Publishing, printing and reproduction of recorded media",LV,process,ton,"LV-Publishing, printing and reproduction of recorded media (22)"
1535,4862,Production of electricity nec,PL,process,TJ,PL-Production of electricity nec
1536,400,Re-processing of secondary steel into new steel,BE,process,ton,BE-Re-processing of secondary steel into new steel
1537,620,"Financial intermediation, except insurance and pension funding",BR,process,Meuro,"BR-Financial intermediation, except insurance and pension funding (65)"
1538,154,Landfill of waste: Paper,AU,process,ton,AU-Landfill of waste: Paper
1539,7041,Landfill of waste: Food,US,process,ton,US-Landfill of waste: Food
1540,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",AU,process,ton,"AU-Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
1541,701,Manufacture of tobacco products,BG,process,ton,BG-Manufacture of tobacco products (16)
1542,7199,"Biogasification of paper, incl. land application",WA,process,ton,"WA-Biogasification of paper, incl. land application"
1543,2938,"Composting of paper and wood, incl. land application",IN,process,ton,"IN-Composting of paper and wood, incl. land application"
1544,6471,Aluminium production,CH,process,ton,CH-Aluminium production
1545,7010,Transport via pipelines,US,process,Meuro,US-Transport via pipelines
1546,6854,Activities auxiliary to financial intermediation,GB,process,Meuro,GB-Activities auxiliary to financial intermediation (67)
1547,3380,Production of electricity by petroleum and other oil derivatives,IT,process,TJ,IT-Production of electricity by petroleum and other oil derivatives
1548,7100,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",WA,process,ton,"WA-Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
1549,5187,Production of electricity by solar thermal,RO,process,TJ,RO-Production of electricity by solar thermal
1550,7819,Steam and hot water supply,WM,process,TJ,WM-Steam and hot water supply
1551,1622,"Biogasification of food waste, incl. land application",DK,process,ton,"DK-Biogasification of food waste, incl. land application"
1552,1821,"Forestry, logging and related service activities",FI,process,ton,"FI-Forestry, logging and related service activities (02)"
1553,605,Construction,BR,process,Meuro,BR-Construction (45)
1554,4847,Manufacture of other transport equipment,PL,process,Meuro,PL-Manufacture of other transport equipment (35)
1555,4642,Re-processing of secondary wood material into new wood material,NO,process,ton,NO-Re-processing of secondary wood material into new wood material
1556,5873,Computer and related activities,ZA,process,Meuro,ZA-Computer and related activities (72)
1557,2055,Manufacture of electrical machinery and apparatus n.e.c.,FR,process,ton,FR-Manufacture of electrical machinery and apparatus n.e.c. (31)
1558,5089,"Cultivation of sugar cane, sugar beet",RO,process,ton,"RO-Cultivation of sugar cane, sugar beet"
1559,4363,Production of electricity by wind,MX,process,TJ,MX-Production of electricity by wind
1560,1244,Production of electricity by gas,CY,process,TJ,CY-Production of electricity by gas
1561,1568,Manufacture of furniture; manufacturing n.e.c.,DK,process,ton,DK-Manufacture of furniture; manufacturing n.e.c. (36)
1562,2422,Supporting and auxiliary transport activities; activities of travel agencies,GR,process,Meuro,GR-Supporting and auxiliary transport activities; activities of travel agencies (63)
1563,7116,Manufacture of glass and glass products,WA,process,ton,WA-Manufacture of glass and glass products
1564,6920,Quarrying of sand and clay,US,process,ton,US-Quarrying of sand and clay
1565,4297,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",MX,process,ton,"MX-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
1566,5055,Other business activities,PT,process,Meuro,PT-Other business activities (74)
1567,2207,Aluminium production,DE,process,ton,DE-Aluminium production
1568,3547,Production of electricity by solar thermal,JP,process,TJ,JP-Production of electricity by solar thermal
1569,4819,Manufacture of rubber and plastic products,PL,process,ton,PL-Manufacture of rubber and plastic products (25)
1570,2642,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",HR,process,ton,"HR-Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
1571,101,Production of electricity by biomass and waste,AU,process,TJ,AU-Production of electricity by biomass and waste
1572,6663,Production of electricity by solar thermal,TR,process,TJ,TR-Production of electricity by solar thermal
1573,4047,Steam and hot water supply,LU,process,TJ,LU-Steam and hot water supply
1574,2660,Processing of meat poultry,HR,process,ton,HR-Processing of meat poultry
1575,1740,Production of electricity by petroleum and other oil derivatives,EE,process,TJ,EE-Production of electricity by petroleum and other oil derivatives
1576,4948,Mining of precious metal ores and concentrates,PT,process,ton,PT-Mining of precious metal ores and concentrates
1577,5135,Pulp,RO,process,ton,RO-Pulp
1578,5065,Incineration of waste: Oil/Hazardous waste,PT,process,ton,PT-Incineration of waste: Oil/Hazardous waste
1579,3558,Re-processing of secondary construction material into aggregates,JP,process,ton,JP-Re-processing of secondary construction material into aggregates
1580,2769,Incineration of waste: Oil/Hazardous waste,HR,process,ton,HR-Incineration of waste: Oil/Hazardous waste
1581,5865,Air transport,ZA,process,Meuro,ZA-Air transport (62)
1582,3973,Production of meat products nec,LU,process,ton,LU-Production of meat products nec
1583,6099,Quarrying of stone,ES,process,ton,ES-Quarrying of stone
1584,3927,Landfill of waste: Plastic,LT,process,ton,LT-Landfill of waste: Plastic
1585,5510,Production of electricity by hydro,SK,process,TJ,SK-Production of electricity by hydro
1586,582,"Manufacture of motor vehicles, trailers and semi-trailers",BR,process,Meuro,"BR-Manufacture of motor vehicles, trailers and semi-trailers (34)"
1587,689,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",BG,process,ton,"BG-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
1588,1062,Re-processing of secondary lead into new lead,CN,process,ton,CN-Re-processing of secondary lead into new lead
1589,6061,Landfill of waste: Textiles,KR,process,ton,KR-Landfill of waste: Textiles
1590,6544,"Biogasification of sewage slugde, incl. land application",CH,process,ton,"CH-Biogasification of sewage slugde, incl. land application"
1591,7072,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",WA,process,ton,"WA-Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
1592,1000,"Manure treatment (biogas), storage and land application",CN,process,ton,"CN-Manure treatment (biogas), storage and land application"
1593,4306,Processing of Food products nec,MX,process,ton,MX-Processing of Food products nec
1594,3986,Re-processing of secondary wood material into new wood material,LU,process,ton,LU-Re-processing of secondary wood material into new wood material
1595,4237,Education,MT,process,Meuro,MT-Education (80)
1596,5836,Production of electricity by gas,ZA,process,TJ,ZA-Production of electricity by gas
1597,4323,Re-processing of secondary plastic into new plastic,MX,process,ton,MX-Re-processing of secondary plastic into new plastic
1598,2729,Production of electricity by Geothermal,HR,process,TJ,HR-Production of electricity by Geothermal
1599,404,Re-processing of secondary aluminium into new aluminium,BE,process,ton,BE-Re-processing of secondary aluminium into new aluminium
1600,4093,Landfill of waste: Textiles,LU,process,ton,LU-Landfill of waste: Textiles
1601,7580,Processing of meat poultry,WF,process,ton,WF-Processing of meat poultry
1602,5392,Incineration of waste: Wood,RU,process,ton,RU-Incineration of waste: Wood
1603,7793,Manufacture of machinery and equipment n.e.c.,WM,process,ton,WM-Manufacture of machinery and equipment n.e.c. (29)
1604,3275,Activities of membership organisation n.e.c.,IE,process,Meuro,IE-Activities of membership organisation n.e.c. (91)
1605,5826,Manufacture of office machinery and computers,ZA,process,ton,ZA-Manufacture of office machinery and computers (30)
1606,1856,Re-processing of secondary paper into new pulp,FI,process,ton,FI-Re-processing of secondary paper into new pulp
1607,6390,Landfill of waste: Wood,SE,process,ton,SE-Landfill of waste: Wood
1608,1967,Extra-territorial organizations and bodies,FI,process,Meuro,FI-Extra-territorial organizations and bodies
1609,3503,Re-processing of secondary plastic into new plastic,JP,process,ton,JP-Re-processing of secondary plastic into new plastic
1610,2647,Mining of uranium and thorium ores,HR,process,ton,HR-Mining of uranium and thorium ores (12)
1611,5656,Re-processing of secondary copper into new copper,SI,process,ton,SI-Re-processing of secondary copper into new copper
1612,2782,Landfill of waste: Wood,HR,process,ton,HR-Landfill of waste: Wood
1613,98,Production of electricity by hydro,AU,process,TJ,AU-Production of electricity by hydro
1614,5851,Steam and hot water supply,ZA,process,TJ,ZA-Steam and hot water supply
1615,6345,Construction,SE,process,Meuro,SE-Construction (45)
1616,1951,"Biogasification of paper, incl. land application",FI,process,ton,"FI-Biogasification of paper, incl. land application"
1617,1541,Re-processing of secondary glass into new glass,DK,process,ton,DK-Re-processing of secondary glass into new glass
1618,5459,Manufacture of wearing apparel; dressing and dyeing of fur,SK,process,ton,SK-Manufacture of wearing apparel; dressing and dyeing of fur (18)
